Comments,n_stars,Label
Cảm ơn nhân viên Quang và nhân viên duyên tgdd Tân Hải lagi bình thuận đã tư vấn nhiệt tình máy chạy mượt cam đẹp,5,Positive
Mình mua ip11 64gb hồi tháng 8 dùng sạc 20w ngày sạc 2 lần…cũng sài kỹ lắm mà dung co 4 tháng còn 98% theo quan điểm cá nhân mình thấy pin thật sự tệ😪😪😪,3,Neutral
Mk mua tu 21/9 đến nay dc gần 2 tháng mà dùng sạc feck của iPad chơi game ngày sạc 4-5 lần vẫn 100% pin :)) k dùng sạc chính hãng luôn.. sản phẩm rất tốt,5,Positive
Sài 11 cũng ok phết nhưng có điều mua cục sạc 20w ở tại tgdd về luôn mà sạc 1 tháng pin còn 99%.. cảm thấy pin 11 khá tệ,4,Positive
"e mua mới được gần 3 tháng thôi mà dung lượng pin tối đa đã tụt xuống còn 96% , hao nhanh kinh khủng mà e sử dụng và sạc pin rất quy củ :(( giữ máy cực kì",3,Neutral
E mới mua 11 từ 29/10 được hơn tháng máy không lỗi lầm gì bây giờ của hàng mua lại được bao nhiêu ạ. Máy mua bên tgdd ạ,4,Positive
"Pin dì hao pin như gì luôn, mua đc 8 tháng pin còn 88%, mang ra tgdd thì kiểu đổi lỗi cho mình, cũng kh cần kt nói đưa đi bảo trì cv thôi, chán",1,Negative
Máy mới sử dụng 9 tháng nay thấy pin còn 92% vậy có ổn không admin ơi. Trả lời giúp với. Mới sử dụng iPhone thấy hoang mang quá,3,Neutral
"Dùng gần 4 tháng,mỗi lần dùng pin rất nóng,mỗi lần sạc pin cũng rất nóng,cầm cảm giác như pin bị phồng lên,có cách nào giải quyết k ?",3,Neutral
"Máy chính hãng Apple, bóc seal khi nhận hàng, rất yên tâm khi mua sắm ở ĐMX. Sẽ còn ủng hộ công ty !",5,Positive
"Ip 11 có hỗ trợ tính năng sạc nhanh, vậy nếu k dùng củ sạc nhanh để sạc máy thì có ảnh hưởng gì tới pin không?",3,Neutral
Điện thoại iPhone 11 e mới mua có 5 tháng sau pin tuột nhanh quá dậy con co 95 pin e có thể đem ra cửa hàng kiểm tra lại được không,3,Neutral
Mới mua tra gop hqua. ưu điểm Pin trâu cam đẹp. K hài lòng về tin nhắn ấn chữ bị lệch😔 . Chị nhân viên tư vấn rât nhiệt tình và dễ thương♥️,4,Positive
Mới mua ip11 chạy ios 14.4.2 máy rất nóng và nhanh tuột pin. Khi cập nhật lên ios 15 thì hết tình trạng trên và chạy rất mượt (chia sẻ đến mn) nhân viên tgdđ rất nhiệt tình,5,Positive
Mình mua máy đổi trả ở tgdd mà lúc đi cầm người ta báo là máy đã bị bung và thay pin các kiểu là sao vậy nhỉ,3,Neutral
Mới mua dc 3 ngày mà sạc pin hết 6 lần. Máy nóng pin tụt lẹ. Mua dt mà k dám sài để dành pin công việc. Ko biết là lỗi do đâu,2,Negative
"Mình mua máy ngày 21.10.2021, Hiện tại góc màn hình máy bị kênh lên, như hình mình đính kèm. Cho mình hỏi lỗi này thì có đổi trả máy được hay không?",3,Neutral
"Cho mình hỏi mình mới mua ip11 bên mình lúc trưa. Tối nay mình sạc thì thấy máy bị nóng lên, thế có bị làm sao k ạ?",4,Positive
"Máy vừa tay, hơi nặng chút. Chơi game tốt và pin trâu, loa ấm và sâu, cam rất tốt. Màn không được sắc nét lắm. 15tr thì vẫn nên mua ip11 để đạt được độ tin cậy cao nhất.",5,Positive
"Máy mua mới đúng 1 tháng, mặc gì sài rất kỉ , sài tới 20% là sạc, canh khoảng 1h30 phút vừa đủ 100% là ngắt điện ,nhưng hiện tại thì pin còn 99% , thất vọng",2,Negative
Mua gần 7 tháng chỉ dùng fb gọi điện zalo mà sụt pin. Còn 93%. Nản. Trước mua con 7 plus dùng 3 năm mới 90%. Quá chán.,2,Negative
"Buồn. Lúc mua k để ý cam. Chỉ chụp thử, về nhà mới thấy trong cam có hẳn 2hạt bụi. Mấy thẩm Mỹ quá. Mà k biết còn đổi đc nữa k",3,Neutral
"Máy nóng,bắt sóng kém , cảm ứng ko kiểu chữ nhỏ là bấm lệch.chíp ko mạnh.bấm tin nhắn trò chuyện khi chơi game mà bấm thứ 2 chủ nhật mới nổi.thua máy trung quốc nữa",2,Negative
Mình mua ip11 xong được tặng 1 cái thẻ viettel mà nạp lại báo là thuê bao quý khách không được hô trợ mình với,5,Positive
Mình mới mua xong 13/8/2021 s k đc giảm giá. Như trên áp giá chưa giảm là 17trieu490 chỉ được giảm 1 triệu còn 16490,4,Positive
"Ac cho m hỏi ip 11 m mua ngày 15/7/2021 đến bây giờ thì pin sạc 91% là báo đã sạc đầy pin, sóng sim thì khi nào cũng 1 - 2 vạch. Như vậy tgdd hỗ trợ đổi máy k?",2,Negative
Camera chụp hình bị nhiễu và mờ. Có cách nào khắc phục không ạ. Mơi mua máy 2 ngay có đổi dc máy ko ạ,2,Negative
cho e hỏi ip11 của em không làm j tự nhiên nó bảo bị nhiễm 8 virus là sao ạ mong ad giải thích dùm em,5,Positive
"đây là ảnh lỗi của phần phản hồi trước của em ạ Dạo này nó cứ bị nặng hơn. Cái tai nghe có dây em mua 790k, nếu là lỗi về tai nghe thì em còn được bảo hành không ạ",4,Positive
Ae dùng ngoài trời 1 lúc có bị nóng phía dưới màn hình gần chân sạc k. Chứ của e nó nóng phần dưới đấy,3,Neutral
"Cho mình hỏi máy mình ip11 IOS 14.5.1 giờ nâng cấp lên bản 14.7 có ổn ko nhỉ, máy dùng thấy khá nóng",3,Neutral
Camera khi chụp có flash nó ra như vậy. Mình có dán cường lực camera. Không biết như vậy có ảnh hưởng flash không. Mong phản hồi. Cảm ơn.,4,Positive
Mình mua iphone 11 chưa được 1 tháng nhưng có lúc bị đơ máy là bị sao vậy? Bên tgdd tư vấn cho mình về hiện tượng này với,3,Neutral
Cảm nhận ban đầu thấy khá ok.. pin trâu. Camera tốt . Game thì khỏi phải nói nữa r.. chỉ có cái màn hình nhưng cũng chấp nhận dc,5,Positive
Máy dùng tốt. Ip vẫn có sự khác bọt riêng. Dùng quen rồi đổi sang đt khác ko dùng dc lại quay về ip.,4,Positive
máy sử dụng tốt. mới mua 16tr490 giờ lại giảm hơn 15tr xíu . khuyến mãi nhều quá mua trước có 2 ngày mà mắc hơn 1tr,4,Positive
Mới mua hôm qua tại thị trấn tân châu . 😜 thấy sài ok đó giờ toàn mua iphone samsung ở tgdd sài cái nào cũng ok,5,Positive
mình dùng được 1 tháng rưỡi thì pin còn 99% dù xạc rất cẩn thận . Với tình trạng này chắc còn giảm theo thời gian!!!!!,3,Neutral
"Vừa làm con đỏ xong, canh sale mãi mới dc mức giá vừa ý, chế độ mua online ok như khi mua ở cửa hàng, chỉ có cái ko đc các em xinh tươi phục vụ niềm nở thôi =))",5,Positive
Máy pin khá là trâu dùm 2 ngày nếu tát vụ bình thường còn game thì tầm 1 ngày camera khá là xấu nên thêm áp là ok tát vụ nhanh mượt,4,Positive
"Sao mình mới mua ip11 64g ở tgdd mới. Mà về xạc sờ mặt sau màn hình tê tê, liệu có gai do cục xạc??? Củ xạc mua thêm hơn 600k zin, cáp theo máy? Mong dc phản hồi",3,Neutral
"Cho mình hỏi, mình mua ip 11 được 6 ngày, máy mình mỗi lần sử dụng camera tầm 1p là bắt đầu nóng dần lên. Đây là do máy như vậy hay bị lỗi? Mong được hỗ trợ",3,Neutral
"Mua ip11 chính hãng VN/A cắm sạc rất cẩn thận, vậy mà mới xài đúng 1 tháng, pin xuống còn 99%. Chất lượng kiểu này ai mà dám xài. Bữa nay lại xuất hiện thêm trình trang nóng máy khi xem phim nữa. Chán",2,Negative
Cảm thấy pin hàng VN/A của TGDĐ không đc tốt. Mới mua đầu tháng 2 mà giờ pin 99%. Cắm sac rất cẩm thận. Trc mua con 8+ chưa hết năm thì pin còn 89%. Thất vọng,2,Negative
"Máy em mới mua 3 ngày mà em sạc dự phòng cho máy qua đêm đến sáng mà sạc vẫn chưa xong, tối máy em còn đến 46% mà sáng thì hết trơn pin tắt nguồn luôn vậy pin của máy em có bị hư kh ạ",4,Positive
"Sài được 2 tháng r chưa pt s nhưng s bao xịn sò luôn, camera rất đẹp , màn hình nhạy nói chung oke hong còn từ nào diễn tả ❤️",5,Positive
"iphone 11 của e mới mua ở thế giới di động được hơn 1 tháng, e chỉ lướt fb tiktok và youtube mà giờ dung lượng pin đã bị giảm còn 97% là sạo ạ",2,Negative
Mua sáng nay mọi thứ đều rất ok nhưng vẫn có cảm giác pin tụt hơi nhanh :v thôi để cắm mấy lần đầu 8h r test pại xem sao .,4,Positive
Sản phẩm về loa nghe gọi bình thường còn gọi Zalo hay Facebook rất rè. Nhân viên tgdđ ko có muốn giúp khách hàng khắc phục,2,Negative
Sao ip 11 mình mới mua 3 tháng giờ nó bị gì mà tự khởi động lại qài lun bấm chừng 5 10p là nó lại bị k pk có vấn đề gì về bin k,3,Neutral
Sau khi chụp xong 3 tấm ảnh đối diện ánh sáng thì camera góc rộng có chấm xanh như thế này ạ (được khoanh vùng màu đỏ).góc siêu rộng chỉ thấy chấm xanh mờ.,1,Negative
Mình mới mua iphone 11 64g. Về sử dụng mục đích bán onl mà không lưu được hình ảnh trên Zalo và message làm cách nào để khắc phục vây ạ.dù bô nhớ iPhone còn tận 50g,3,Neutral
"Mới mua máy hôm 25/4 máy tụt pin quá nhanh, từ 100% xài được khoảng 2 -3 tiếng là đã xuống dưới 20%, xài rất ít nhưng tới 15h chiều là đã hết pin, nhờ TGDD hỗ trợ ktra hoặc đổi máy khác ạ?",3,Neutral
Tôi mua về được 2 ngày máy lỗi hỏng loa bên dưới và nghe tai nghe mất 1 tai qua cửa hàng nhân viên khắc phục mãi không được nên tôi thấy chất lượng ko hài lòng,1,Negative
"Mua dùng được hơn nửa tháng, trải nghiệm oke, pin dùng được lâu ,nhưng có lúc chỉ nghe nhạc thôi mà điện thoại cũng nóng",4,Positive
"Mình mua iphone này ngày 21- 3 , về dùng những ngày đầu ổn, nhưng thời gian sau bị nóng máy tgdd hỗ trợ mình lỗi này nha",3,Neutral
"Mua bản màu xanh rất đẹp, mua màu khác hẳn các máy khác, mua trc Tết bây giờ mới vào comment Pin khoẻ, máy đẹp, phù hợp giá tiền, mua đúng đợt giảm 16,4tr. Vânz thích mua TGDD hơn vì hàng đảm bảo",5,Positive
"Đã mua và dùng được 3 ngày. Cảm nhận mượt. Nhưng máy quá nóng, nhất là ở khu vực gần camera nóng lan xuống phần dưới máy. Nhờ TGDD tư vấn giúp hay đổi máy khác ạ?",3,Neutral
"Sau 1 đêm không sd, tắt hết 4g và các ứng dụng khác thì pin vẫn tụt 5%, đt bắt sóng wifi rất yếu. Wifi công ty mạnh ai cũng sử dụng được mà khi tôi dùng đt mới này không goi được cả zalo",3,Neutral
"Máy mới mua đươc tầm 10 ngày nhanh hết pin cực kỳ, tắt wifi để từ tối tới sáng cũng hao pin, dùng cỡ trên 20p liên tục là máy nóng",2,Negative
Khi mình chụp 1 bức ảnh rồi. mình bấm mở ảnh lên. thì mình thấy ảnh bị mờ... sau khoảng 1 giây - 2 giây thì ảnh nó hiện rõ nét lại.... cái đó bi lỗi gì vậy anh? hay là iphone 11 nó là vậy..... tks anh,5,Positive
Xài gần đc 1 tháng nói chung máy đẹp xài rất ok . Ai có ý định hốt e này zia thì triển liền đi ạ😘😘😘😘😘,5,Positive
"Mua được 1 tháng tại Hòn Chồng Nha Trang ,xài rất Ok pin ổn nhân viên nhiệt tình ,nhưng sao loa xài được có bên phải vậy do loa hư hay máy vậy",5,Positive
iPhone 11 mới mua mà sao cứ tự động chụp ảnh màn hình hoài v ạ cập nhật phần mềm được 3 hôm thì r nó cũng v,2,Negative
Mua mới dc có 5 ngày về sập nguồn :)) ra tgdd thò bảo phải chờ đợi 7-14 ngày. Bỏ số tiền ra mua mà bh bắt phải chờ đợi hãng lớn mà sao làm ăn kì v,1,Negative
"Em mới mua ip11 được 10 ngày, mà pin sau 1 đêm giảm 5-6% luôn v ạ ( em kh chơi game chỉ lướt web, trc khi ngủ tắt hết wifi, Bluetooth ,...rồi ạ)",4,Positive
"Mới mua máy cách đây vài ngày, cho hỏi tại sao khi sử dụng máy lại bị nóng một bên ngay bên có nút nguồn, với pin tuột nhanh quá",3,Neutral
E mua máy đc một tuần chỉ nghe nhạc lướt fb pin tụt quá nhanh máy nóng dùng được nửa ngày hết pin xin hộ trợ,1,Negative
Mới mua iphone 11 ngày 02/02/21 mà Camera bị flare nặng quá có được đổi máy ko ạ? Thegioididong tết có làm việc ko ạ?,3,Neutral
Máy mua ngày 10/02/2021 về gọi zalo nói chuyện chưa được 5phút mà máy nóng muốn phỏng tay luôn ... giờ làm cách nào máy cũng nóng ... kiểu này sao xài được TGDĐ ơi,3,Neutral
Ip của tôi mua được hơn 10 ngày bị tróc miếng nhựa đằng sau mang đi hãng đổi nhưng hãng không chán thật,1,Negative
"Ip của mình luôn tự giảm âm lượng chuông là sao ạ, đã tắt tính năng nhận biết sự chú ý rồi mà vẫn k được",3,Neutral
"Điện thoại nhỏ gọn, sủ dụng mượt. Mặc dù màn hình không phải là OLED nhưng cũng rất đẹp không rỗ như mọi người đâu. nói chung mọi thức điều OK",5,Positive
Mới mua được một tuần cũng ổn tuy nhiên màn hình hơi rổ và ám vàng. Mua màu trắng khá đẹp nhân viên tận tình chu đáo.,4,Positive
Mình mới mua ip 11 bản thường dùng được tuần chưa hề rơi nhưng màn hình thỉng thoảng bị chớp sọc ngang màu. Cho hỏi lỗi phần mềm hay phần cứng của nhà sản xuất có hỗ trợ đổi máy không?,3,Neutral
Mình vừa mua iphone 11 màu trắng 64gb ở TGDĐ . Nhân viên phục vụ rất là tận tình và chu đáo . Dễ thương và hòa đồng với khách hàng. Nói chung là rất hài lòng và Ok 🥰,5,Positive
Mới mua hôm 27/12 nch hài lòng về sản phẩm . Pin như này thì đủ dùng mọi tác vụ cơ bản cho 1 ngày . Máy rất đẹp nv tư vấn nhiệt tình . Thanks.....,5,Positive
Mới mua đc 1 tuần Sản phẩm rất tốt nhân viên siêu nhiệt tình ạ sẽ giới thiệu người thân và gia đình chụp hình,5,Positive
"Máy khi sử dụng r nóng, pin hao rất nhanh, đi làm từ sáng tới chiều, chỉ dùng khi có tin nhắn hoặc gọi điện , buổi trưa lướt mạng khoảng 1 tiếng mà cuối ngày ko còn pin",3,Neutral
Mới mua được 3 ngày xài tốt nhân viên tư vấn nhiệt tình . nhưng sao cái imess với Facetime kh kích hoạt sđt được v ?,4,Positive
Máy thì OK rồi.nhưng sao mình tạo App Store không được vậy.nó đã gởi mã xác minh cho mình rồi mình nhập vào thì nó bảo mã không đúng . Mông Anh chị giúp em với ạ,5,Positive
Mới mua được một ngày. Mình dùng mượt. Có điều điện thoại bị nóng phần bên phải. Nóng chỗ vùng nút nguồn. Là bị gì vậy ạ?,4,Positive
Mới mua được 3 ngày ngoài Sài ngon đúng mình mua mình dùng mới biết được như nào nhưng nếo không bat tiết kiệm pin thì để không Sài gì mất 5% bật tiết kiệm không bị - pin máy tốt,5,Positive
Mua tại TGDĐ QL50 tt.Cần Đước ổn áp thực sự sau 1 tháng sử dụng. APPLE nên lắng nghe người dùng về pin vì hay nóng và mau hết. TGDĐ 5sao,5,Positive
Cho mình hỏi là ip11 khi xem video chỉ nghe âm thanh được 1 loa bên phải à còn loa bên trái sao không nghe luôn,4,Positive
"Máy sài dc 12 ngày ok, 6 ngày còn lại ko nhận sim 2 lần, phải chờ gửi về hãng xem xét, bỏ 18tr ra để ngồi chờ máy về, quá bực bội, thất vọng thật luôn",1,Negative
"Mua máy ngày 8/9/20 giao tận nhà với giá tiền 17,990k nói chung chơi game liên tục 4-5h, cpu khá nóng chắc do điểm chung của chip nó thế, máy bao mượt và chụp đêm hay thiếu sáng đẹp như pixel",5,Positive
Mình mới xài được 7 tháng xuống 7% pin. Chả hiểu máy mới kiểu gì nữa. Dùng cơ bản lướt web cơ bản game ko chơi,1,Negative
"Mình mua máy đuọc gần 3 tháng pin còn 99% thì có phải đã bị chai pin không ạ, và mình có cần man đi bảo hành không",4,Positive
"Mới mua 1 ngày vê cảm nhận là hơi nặng so và dày, thiết kế đẹp nhưng mà mình là người ưa nhỏ gọn nên lỡ mua cái này cảm thấy ko thoãi mái.",3,Neutral
Sao mình mua máy về dùng thì máy chạy rất mượt nhưng mỗi tội sạc pin thì nâu quá vậy sạc 5h 6h mới đầy được vậy,4,Positive
Em đánh giá khá tốt về sản phẩm này nhưng cho em hỏi sao sau 1 đêm sp bị hao pin nhiều thế ạ. Trung bình sau 1 đêm mất 10% pin,5,Positive
Mới mua cách đây gần một tháng. Mọi thứ đều rất tốt nhưng pin em xài mới đây đã bị chai 1 phần trăm rồi :(((,5,Positive
"Phục vụ tận tình, chu đáo, máy dùng tốt, thêm chương trình giảm giá nữa quá tuyệt vời. Phải vào đánh giá ngay",5,Positive
"Mới mua máy được 1 ngày, thấy mọi thứ vẫn ổn, pin sài đc lâu, camera chụp tốt. Màn hình nhạy, mọi thứ tốt.",4,Positive
Máy rung khá êm nên nhiều lúc có cuộc gọi không biết! Vì lí đo công việc nên máy chỉ để rung k để chuông nhiều khi lỡ cuộc gọi,3,Neutral
"T mua ip11 cách đây hơn 1th. Mới lấy về thì xài rất ok. Đến ngày thứ 25 thì pin tuột nhanh. Theo dõi 3ngày vẫn vậy nên mới mang ra tgdd để kiểm tra. Đt tháo sim ko chạy ứng dụng,",1,Negative
21tr chụp bình thường thì đẹp mà zoom lên bị noise xấu qá :(( không biết có phải do phần mềm hay gì nữa ...,3,Neutral
Điện thoại sài ổn nhưng không hiểu sao cứ để không qua đêm là bị sụt mất 10-12% mặc dù đã tắt hết đa nhiệm,5,Positive
"máy mới dùng 2 tháng, sạc pin xong máy nóng ran, không dùng nữa đi ngủ , sáng ra dùng được 20 phút máy lại nóng ran không hiểu nổi",2,Negative
"Đã mua được mấy ngày , cảm thấy mọi thứ đều rất tốt ngoại trừ cái màn hình nói thật mà hơi tệ thôi. Nói chung là hài lòng",5,Positive
tốc độ lưu ảnh chậm ko khác j con ip6 có lúc còn bị đơ!ra hỏi nhân viên kêu con này nhiều tính năng hơn nên lưu chậm là bình thường😂!nghe muốn đập dt đi về dùng ip6 cho rồi! có ai bị như mình ko?,2,Negative
Đã múc em nó mua trả góp cho cu bạn! Xài ô tô kê. so với trong tầm giá vẫn vượt trội hơn mọi con khác :D,5,Positive
Mới dùng 2 tháng nhưng nay thỉnh thoảng mất kết nối sim phải chọc sim ra r lắp lại mới bình thường @@,3,Neutral
"Sản phẩm quá tuyệt vời, mọi thử diễn ra nhanh ngoài mong đợi, nhân viên vui vẻ. Mong TGDĐ sớm có dịch vụ dán máy PPF.",5,Positive
"Sp tuyệt vời xài rất ngon, màn hình đẹp k có rỗ như mọi người nói, pin trâu bò, lướt face, zalo, chơi game mà dc gần 1,5 ngày.",5,Positive
Đã mua hơn một tháng rồi vẫn vẫn xài rất êm . Thiết kế sang trọng - nhiều màu sắc để lựa chọn. Đặc biệt trãi nghiệm ứng dụng chơi game rất mượt.,5,Positive
Tất cả mọi thứ đều ổn trừ cái màn hình ra. Ước gì màn ngon hơn 1 chút thì đây là sản phẩm tuyệt vời nhất,4,Positive
"Rất tuyệt vời. Máy đẹp,chạy mượt hơn cả mong đợi. Camera đẹp, cấu hình cực mạnh, màu sắc đẹp. Nhân viên nhiệt tình,vui vẻ.",5,Positive
"máy rất mượt, chơi game đã, camera đẹp, thái độ nhân viên vui vẻ nhiệt tình, có điều mình mua máy mới thì muốn tự tay bóc seal hơn. chị nhân viên tự bóc hộp, tự bóc dt mà mình xót hết cả ruột @@",4,Positive
"Đã khiêng 1 em về dùng. Rất tuyệt luôn. Màn hình sắc nét, chụp ảnh miễn chê, pin qua ổn. Nhân viên phục vụ rất nhiệt tình❤️❤️❤️",5,Positive
"Màu sắc đẹp, hoàn thiện tốt, cấu hình cực mạnh, pin trâu, màn hình không rực rỡ như mong đợi, nhưng dùng tầm 1 ngày là quen, dùng lâu không mỏi mắt, màn hình ổn, không tệ như lời đồn, rất hài lòng.",5,Positive
"Vừa khui lúc sáng ! Mọi thứ thật tuyệt vời ! Máy pin trâu , mượt , nhanh , màn hình rất nét ...! Cầm nặng tay xíu vì từ i6 lên mà ! 😂😂😂",5,Positive
Máy bắt sóng wifi kém. Cảm biến vân tay và khuôn mặt không nhạy. Không thấy xuất hiện bản ghi âm cuộc gọi. Loa nghe không hay,2,Negative
Mới mua chưa biết sao nhưng chưa tìm thấy mục hình ảnh khi chụp như các máy khác. Phải vào tệp tin hoặc gôdrver. Mong st chỉ cách,5,Positive
"Sản phẩm thực sự rất tốt trong tầm giá, đã dùng dc 2 tuần máy chạy rất mạnh và mượt không phát sinh lỗi gì",5,Positive
"Cấu hình ổn. Mỗi tội mau nóng máy vs tụt pin qua nhanh, mới lướt fb 1 tí mà đã nóng nóng rồi. Pin thì k dùng gì nhiều mà tụt nhanh lắm",3,Neutral
